,metabolite,reaction,x_flux,x_minimum,x_maximum,x_Flux_type,y_flux,y_minimum,y_maximum,y_Flux_type
0,4hphac_e,EX_4hphac_e,0.0038060826062699168,0.0,36.57649656756422,uptake,2.29355421034223,0.0,177.0641987892869,uptake
1,arg__L_e,EX_arg__L_e,996.7530766015806,745.6306864388898,1000.0,uptake,4.911815079645434,0.0,91.92063357167878,uptake
2,bz_e,EX_bz_e,0.0038060826062699168,0.0034254743456432085,0.003806082606269917,uptake,0.0016605638690855185,0.0014945074821769717,0.0016605638690855148,uptake
3,ca2_e,EX_ca2_e,0.19810659965634905,0.1782959396907289,0.19810659965634908,uptake,0.08643234938590119,0.07778911444731133,0.086432349385901,uptake
4,chol_e,EX_chol_e,0.0038060826062699168,0.0,250.003425474133,uptake,0.0,0.0,999.9999999999992,secretion
5,cl_e,EX_cl_e,0.19810659965634905,0.1782959396907289,0.19810659965634905,uptake,0.08643234938590119,0.07778911444731133,0.08643234938590176,uptake
6,cobalt2_e,EX_cobalt2_e,0.0038060826062699168,0.0034254743456432085,0.003806082606269917,uptake,0.0016605638690855185,0.0014945074821769717,0.0016605638690855313,uptake
7,cu2_e,EX_cu2_e,0.026985125678453695,0.02428661311061034,0.026985125678453695,uptake,0.01177339783181632,0.010596058048634725,0.011773397831816138,uptake
8,fe3_e,EX_fe3_e,10.89753765744606,0.26746103690777545,1000.0,uptake,0.12965682689819732,0.11669114420840287,1000.0,uptake
9,fol_e,EX_fol_e,0.025462692635945805,0.0,0.025462692635945583,uptake,0.011109172284183177,0.0,0.01110917228418895,uptake
10,gln__L_e,EX_gln__L_e,23.73796630291453,0.0,42.672445119118166,uptake,20.76991773355555,0.0,158.69292596019926,uptake
11,glu__L_e,EX_glu__L_e,0.1002902766751985,0.0,39.389949340724726,uptake,-373.586846210519,-836.2281615894768,-136.22816158953472,secretion
12,gua_e,EX_gua_e,9.215020780518303,0.0,387.8667598858768,uptake,0.0,0.0,0.0,secretion
13,h2o_e,EX_h2o_e,993.2858967251632,-1000.0,1000.0,uptake,313.6116690782951,-1000.0,1000.0,uptake
14,h_e,EX_h_e,1000.0,-496.28987101950446,1000.0,uptake,-180.0725067184402,-1000.0,64.46775795459445,secretion
15,id3acald_e,EX_id3acald_e,942.6845521917793,658.7570260305698,1000.0,uptake,0.9439143201042812,0.0,0.9439143201042728,uptake
16,ile__L_e,EX_ile__L_e,11.057773735169917,9.951996361653755,11.057773735169917,uptake,0.0,0.0,4.817778750002443,secretion
17,k_e,EX_k_e,7.429206821656448,6.686286139491357,7.429206821656419,uptake,3.2413044329840943,2.9171739896857,3.2413044329841085,uptake
18,leu__L_e,EX_leu__L_e,17.147582026853925,15.432823824169759,17.147582026853925,uptake,0.0,0.0,7.449507911715204,secretion
19,lys__L_e,EX_lys__L_e,13.0609911325019,11.754892019252685,13.060991132501847,uptake,0.0,0.0,174.9999999999991,secretion
20,mg2_e,EX_mg2_e,0.3301776660939152,0.29715989948454824,0.33017766609391525,uptake,0.1440539156431687,0.12964852407885227,0.1440539156431698,uptake
21,mn2_e,EX_mn2_e,0.026300030809325144,0.02367002772839459,0.02630003080932515,uptake,0.011474496335380942,0.010327046701842884,0.011474496335381031,uptake
22,o2_e,EX_o2_e,19.310533099007646,0.007638807790784351,207.36102785482976,uptake,982.2886873111656,0.0,1000.0,uptake
23,pro__L_e,EX_pro__L_e,8.413535905289972,7.572182314761603,8.41353590528994,uptake,3.670759460806997,-96.69631648528005,3.6707594608070067,uptake
